name,composite_score,composite_rank,h_index,citations_per_paper,venue_diversity,total_paper_count,institution
Karwan Jacksi,0.44507173128120736,733.0,20,19.46153846153846,0.9498119282662368,52,
Heng Wang,0.44491222807473196,734.0,6,37.375,0.9690222556651344,8,Xi'an Jiaotong University
Zengle Ren,0.4449000000000001,735.0,4,35.6,1.0000000000000002,5,
B. Kawas,0.4446473862548289,736.0,10,28.90909090909091,0.9712720079261152,22,
Theresa A. Koleck,0.4445838750434868,737.0,16,16.875,0.9461848325399262,56,
Md Saroar Jahan,0.4424376425113454,738.0,6,18.11764705882353,0.9606293157795304,17,
Annika Marie Schoene,0.4421236720357732,739.0,8,17.772727272727273,0.9929910186265144,22,University of Hull
Qingqing Zhu,0.441669981302088,740.0,5,23.25,0.9533522741071694,12,
Shuai Zheng,0.44111649336260345,741.0,9,28.77777777777778,0.9101663100395064,18,
Jingjing Li,0.4409267455004987,742.0,9,23.0,0.9611009333744402,24,
Hanning Gao,0.4403683491436099,743.0,2,33.5,0.9697238998682473,8,
Víctor Suárez-Paniagua,0.4401263826466613,744.0,8,18.3,0.9712720079261152,20,
David Chang,0.4400719686320085,745.0,5,28.5,1.0,8,
Richard F. Rashid,0.4395000000000001,746.0,2,92.0,0.0,2,
Michael A. Hedderich,0.439354464211403,747.0,14,18.43243243243243,0.8864303093704666,37,
Shubhanshu Mishra,0.43747165007113864,748.0,5,8.235294117647058,0.9549080284177108,17,
Elizabeth Scruggs,0.43699999999999994,749.0,2,41.5,1.0,4,
Guanghua Yang,0.43684089405063137,750.0,21,13.116279069767442,0.8912059712759447,86,
S. Kwan,0.43682443632004153,751.0,21,29.322580645161292,0.8557145065467959,62,
A. Hiszpanski,0.436668388548927,752.0,18,26.541666666666668,0.9290574583748205,48,
周春婷,0.4364769429773365,753.0,2,29.5,0.9198682455847804,2,
Wen-wai Yim,0.4361265159042309,754.0,15,19.26315789473684,0.9441476378381252,38,
Huseein T. Al-Natsheh,0.4355,755.0,1,96.0,0.0,1,
Marzieh Saeidi,0.43545149674198524,756.0,9,34.94444444444444,0.9081700776153788,18,
M. Fedorov,0.4354025269083672,757.0,9,30.8,0.9902871167541444,15,
H. Saadane,0.43538483311653237,758.0,6,23.0,0.9999999999999998,12,
R. Forshee,0.4343975830379065,759.0,11,44.333333333333336,0.93015916395092,21,
M. Berendsen,0.43439052011362145,760.0,15,36.9,0.9818072571726912,40,
A. Bakalov,0.43413674519015055,761.0,6,27.714285714285715,0.9727652780181634,14,
Michael Yeomans,0.43318254942984996,762.0,13,26.73684210526316,0.9712720079261152,38,
Jingbo Xia,0.43301057994225295,763.0,11,14.018181818181818,0.97007808153114,55,Huazhong Agricultural Univ
Zach Wood-Doughty,0.4325071958614116,764.0,11,22.678571428571427,0.9188277172280908,28,
Chaoyang He,0.4322661936397651,765.0,14,33.82142857142857,0.9747327069425888,28,
Zainab F. Khan,0.432,766.0,4,40.25,1.0,4,
Loes M. M. Braun,0.43196752585938053,767.0,7,26.61904761904762,0.9488131148903384,21,
J. V. Gysel,0.4315,768.0,4,24.0,0.9999999999999998,4,
C. Lemey,0.43111684321725163,769.0,9,29.666666666666668,0.9206676755271522,24,
Jianping Li,0.43097784495690383,770.0,19,24.666666666666668,0.8706842982355565,84,
J. Markoff,0.4309484436991682,771.0,21,16.96638655462185,0.9246495240654288,119,
Kaiyue Wen,0.4308418218362256,772.0,5,24.5,0.935944697445866,10,
Majid Yazdani,0.43072370366211604,773.0,13,31.65625,0.9451988530909377,32,"Facebook AI, EPFL, Linkedin, Idiap research institute"
A. A. Monem,0.42905549067343085,774.0,13,33.44444444444444,0.9830345099398436,27,
Tim Schopf,0.4290494388919094,775.0,6,11.875,0.9631396508109106,16,Technical University of Munich
Ying Xie,0.42786006254843467,776.0,6,12.08,0.993462557268048,25,
M. Alkhatib,0.42764917398278424,777.0,8,9.088235294117649,0.9778249618218756,34,
Tanmay Basu,0.42760180120707836,778.0,9,14.96551724137931,0.9625351031582904,29,
Benjamin Rosand,0.4275020416359776,779.0,4,48.333333333333336,0.9609640474436812,6,
Nasser Zalmout,0.42732385329220385,780.0,16,26.71875,0.8974801730690048,32,
Dongyang Wang,0.4270190603125076,781.0,3,43.6,0.946394630357186,5,
L. Tilton,0.4264290277065427,782.0,7,11.941176470588236,0.7669936117587334,34,
V. Salari,0.426114225806812,783.0,16,13.632352941176473,0.9329216264590938,68,
Kun Qian,0.4257728088198429,784.0,12,14.358490566037736,0.963431936722812,53,
Timothy J. O'Gorman,0.42569026356880113,785.0,17,24.0,0.9423207121547056,35,Thorn
Yufen Huang,0.42556433030655616,786.0,12,28.625,0.9460818874660354,16,
Zita Marinho,0.4242116779242437,787.0,12,30.347826086956523,0.9693498878507172,23,
Sheng Zha,0.42401303231610604,788.0,13,35.48,0.8605285271744351,25,
Michael Hassid,0.4238015604423596,789.0,7,31.22222222222222,0.9708357627258162,9,
Jia-Hong Huang,0.42323359658853876,790.0,12,21.055555555555557,0.9017430009140988,18,
Lucia Specia,0.42314768538323916,791.0,10,12.193548387096774,0.9447585413704288,31,
Stefano Mangini,0.4222801160173684,792.0,9,25.666666666666668,0.9766146686727132,12,
Fadhl Eryani,0.42125942292982343,793.0,6,47.333333333333336,0.7627069065377661,12,
Kai Shen,0.420717082130044,794.0,5,37.888888888888886,0.930628224416578,9,
Talayeh Riahi,0.42066666666666674,795.0,2,39.333333333333336,1.0,3,
D. Milne,0.420480906316175,796.0,13,39.142857142857146,0.9804820237218406,21,
Javier Alvarez-Valle,0.4189047236245409,797.0,10,23.36,0.8199455629493742,25,
Qingqing Cao,0.41879505713876425,798.0,9,24.125,0.9366347672506408,16,University of Washington
Wenhu Chen,0.41853221488326675,799.0,12,33.27272727272727,0.9047994130524945,22,
Lukas Lange,0.41812086109914026,800.0,10,17.870967741935484,0.9324776292198692,31,
Jayeol Chun,0.41805442258835857,801.0,3,37.4,0.9609640474436812,5,
M. Walter,0.4175445486111393,802.0,16,19.197183098591548,0.9198682455847804,71,
Keletso J. Letsholo,0.41674504023847436,803.0,10,22.68421052631579,0.9549655329584326,19,
Ergin Soysal,0.4163394661444444,804.0,11,26.275862068965516,0.9132784583047114,29,
Jinbin Bai,0.4160014886710415,805.0,6,24.11111111111111,0.9165164431996023,9,
F. Goss,0.41569891894521294,806.0,20,21.57627118644068,0.8952584442018313,59,
Shruthi Bannur,0.41520638627546336,807.0,8,32.1764705882353,0.8054653980879477,17,
Salam Khalifa,0.4151491378455802,808.0,16,25.18421052631579,0.8505281222633799,38,Stony Brook University
Ziqing Liu,0.41496870142402387,809.0,6,32.42857142857143,0.9755037590061084,7,
Ming Liu,0.4147395413972313,810.0,12,20.39130434782609,0.9471887284983757,23,
Dimosthenis Antypas,0.4142184020137156,811.0,7,12.36842105263158,0.915315964602672,19,
Karim Bouzoubaa,0.41390488313405494,812.0,15,15.482758620689657,0.9583579104444012,58,
Carly D. Robinson,0.41354567867982905,813.0,12,11.875,1.0,48,
Zhaoxuan Tan,0.41317061812600553,814.0,11,21.814814814814813,0.8653058461316658,27,University of Notre Dame
Emaad A. Manzoor,0.41310652099594247,815.0,3,33.57142857142857,0.8649735207179272,7,
A. Urieli,0.41288888888888897,816.0,4,22.0,1.0,9,
Phillip Schneider,0.41275990924784534,817.0,4,5.647058823529412,0.9668633469624776,17,
Jiarui Yao,0.4117857142857143,818.0,3,14.571428571428571,1.0,7,
Feng Zhou,0.4113302650773266,819.0,3,31.571428571428573,0.9755037590061084,7,
Elif Ozkirimli,0.41119268474613796,820.0,14,20.428571428571427,0.9653298305829896,42,
A. Giannopoulos,0.411139989171003,821.0,23,16.68421052631579,0.9188550687194376,171,
Eliav Buchnik,0.4103794358986649,822.0,8,23.42105263157895,0.9763003097789544,19,
Deok-Hee Kim-Dufor,0.41018713551547603,823.0,4,30.09090909090909,1.0,11,
Erol-Valeriu Chioasca,0.40973263915852864,824.0,8,27.555555555555557,1.0,9,
C. Dreisbach,0.4096970890916526,825.0,13,22.022222222222226,0.9661511666915292,45,
P. Szolovits,0.4093509799853029,826.0,13,40.7037037037037,0.983034509939844,27,
V. Cavalli-Sforza,0.40848483924358386,827.0,12,11.25925925925926,0.984849619289878,54,
Asahi Ushio,0.4080401042644598,828.0,12,19.333333333333332,0.8923270567035713,27,
Rajkumar Ramamurthy,0.40767765034650133,829.0,10,29.36111111111111,0.8789870386279057,36,
Faical Azouaou,0.4071207184353104,830.0,13,14.8,0.9958245842456076,40,"ESI Ecole nationale superieure d'informatique, Algiers, Algeria"
Taylor C. Ryan,0.4069156825969832,831.0,7,37.0,0.9788379141596312,12,
Frank Zimmer,0.40690400630239293,832.0,13,20.333333333333332,0.9679615214804396,33,
Billel Gueni,0.40621428571428575,833.0,6,39.42857142857143,1.0,7,
Meliha Yetisgen,0.40562264452549646,834.0,11,14.068181818181818,0.9481464815875084,44,
Heng Zhang,0.4056010331590293,835.0,7,23.666666666666668,0.9533522741071694,12,
Yuan Jin,0.4052647389301957,836.0,8,29.916666666666668,0.8982444017039272,12,
C. Raynal,0.4043809523809524,837.0,3,41.0,1.0,5,
Y. Barash,0.4042723337833629,838.0,21,19.877777777777776,0.966603768185933,90,
Honghan Wu,0.40418660056892,839.0,4,7.76,0.910067242585072,25,
Xiaoyu Li,0.40391961272182575,840.0,9,19.26315789473684,0.9225481629217116,19,
Tatiana Kelil,0.4038057613084567,841.0,13,20.2,0.9501627918924794,40,
Bukuroshe Elira Epoka,0.4035000000000001,842.0,1,63.0,0.0,1,
G. Kitchen,0.40334765702610775,843.0,9,18.958333333333332,0.9602550098461564,24,
Chu-Ren Huang,0.402296328287452,844.0,8,4.603448275862069,0.842693136210731,58,
Liping Zhao,0.40095137429140704,845.0,5,20.77777777777778,1.0,9,
Kory Kreimeyer,0.39783961242651433,846.0,10,25.48148148148148,0.9394813534225488,27,
Yevgeni Berzak,0.3970247061054408,847.0,15,18.06451612903226,0.904747849566567,31,
W. Whiteley,0.39658368070789074,848.0,15,19.942857142857143,0.9029577032771848,35,
A. Rajasekharan,0.3953295918103512,849.0,6,41.75,0.970835762725816,12,
Sheng Yu,0.39521428571428574,850.0,1,89.5,0.0,2,
Juan Xu,0.39500248042836994,851.0,2,17.285714285714285,1.0,7,
Chenyao Yu,0.39480477459822183,852.0,2,27.6,0.946394630357186,5,
Adil E. Rajput,0.3944739219580883,853.0,6,10.88888888888889,0.938357470038648,18,
Pranav Kaushik,0.3936666666666666,854.0,1,25.0,0.9999999999999998,3,
Sonit Singh,0.39237693947872876,855.0,9,11.15,0.9575261403463023,20,
Alexis Toumi,0.3907837881955542,856.0,11,18.185185185185187,0.7954488737546174,27,
Ossama Obeid,0.39005400517623046,857.0,13,34.666666666666664,0.806975267673698,24,
Zhenhao Li,0.3899676495743214,858.0,6,20.857142857142858,0.9106994941661898,14,Imperial College London
Kasia Hitczenko,0.3898303678954742,859.0,7,11.285714285714286,0.9641843565827052,21,
Dan Schwartz,0.3893333333333333,860.0,4,26.25,1.0,4,
V. Prabhakaran,0.38923440756253364,861.0,6,13.272727272727272,0.9609640474436812,11,
T. M. Herr,0.3890283269576743,862.0,7,25.375,0.9754045952796936,16,
Aditya Malte,0.3887994010005512,863.0,3,14.666666666666666,0.9697238998682473,6,
Antoine Bosselut,0.38844405156338824,864.0,5,27.636363636363637,0.946394630357186,11,
M. Chary,0.3880250219819058,865.0,7,16.9375,0.9639384467339628,16,
James H. Martin,0.3877454545454546,866.0,6,16.3,1.0,10,
H. Al-Khalifa,0.38720115277438205,867.0,10,12.45,0.9274050835227848,40,
Abhik Jana,0.38713674394475767,868.0,9,15.76923076923077,0.9714028604103716,26,
Kianté Brantley,0.3865395973587935,869.0,11,23.6875,0.8420444524398591,32,
Mariano Schain,0.38588263230722514,870.0,10,27.666666666666668,0.9320728098253052,24,
L. Siddharth,0.3857565824140866,871.0,9,16.38888888888889,0.948450312207479,18,
M. Carson,0.38532156573550697,872.0,13,16.6,0.9595099542245388,40,
Lalita Lowphansirikul,0.38528512645807744,873.0,5,27.625,0.9755037590061084,8,
Ekta Sood,0.3851892281784435,874.0,7,17.5,0.9639384467339628,14,
Ji Ma,0.38479135052751867,875.0,8,24.5,0.911188669681059,12,Google Inc
Mourad Abbas,0.384297128002524,876.0,14,16.08695652173913,0.898645944504668,46,
R. Piedeleu,0.384062924088131,877.0,8,14.08,0.9566089729477024,25,
Thanathip Suntorntip,0.38350000000000006,878.0,1,83.0,0.0,1,
Ze Gong,0.3834691642272777,879.0,9,17.263157894736842,0.975006431231153,19,
Brian N. Larson,0.382776231309238,880.0,5,12.214285714285714,1.0000000000000002,14,Texas A&M University School of Law
Yizhi Li,0.3827649786439538,881.0,13,13.513513513513514,0.6642616396032679,37,University of Manchester
Yannis Katsis,0.3825419028504458,882.0,13,15.88,0.8761048872632513,50,
K. Meichanetzidis,0.3823190711055908,883.0,13,13.622222222222222,0.847199842927668,45,
Meagan Vigus,0.3821639719849619,884.0,7,14.5,0.9739760316291208,12,
Sarah Moeller,0.3821537778350783,885.0,7,12.357142857142858,0.9788379141596312,14,
H. Khan,0.38150000000000006,886.0,1,55.0,0.0,1,
Stella Ho,0.3813468569721266,887.0,4,14.88888888888889,0.967132018086354,9,
Yixin Li,0.3811172085194452,888.0,4,35.5,0.9609640474436812,6,
Bohan Li,0.3805487331925653,889.0,9,21.652173913043477,0.9536102086656472,23,
Cristina Palomares,0.3797243213035155,890.0,13,13.916666666666666,0.8998923620520667,36,
K. Abid,0.3796022834314554,891.0,10,16.245283018867923,0.9013790478858008,53,
Xiaowei Luo,0.3788298899620025,892.0,9,25.846153846153847,0.7872226051203908,13,
Bhargav Srinivasa Desikan,0.3787298178865629,893.0,7,14.333333333333334,0.9848586617875464,12,EPFL
Pratik Ratadiya,0.3785927702981872,894.0,5,10.6,0.8982444017039272,10,
Tianchu Ji,0.37854621874040895,895.0,3,31.5,1.0,4,
Swathi Edem,0.37828571428571434,896.0,2,14.0,1.0,5,
Juraj Vladika,0.37802435125416545,897.0,6,7.476190476190476,0.9440847282550952,21,
M. Oussalah,0.377594131599695,898.0,9,10.727272727272728,0.9788390048133194,44,
Pattarawat Chormai,0.37711516688346763,899.0,6,20.375,1.0,8,
Arlene Casey,0.37677839947094877,900.0,5,8.75,0.9774175183086488,24,
Karolina Stańczak,0.37664017481848305,901.0,6,18.0,0.9708357627258162,10,Mila;McGill University
M. V. Koroteev,0.3760462217157746,902.0,5,16.357142857142858,0.9165164431996023,14,
Hongbin Yu,0.37598360450966994,903.0,2,33.0,0.9182958340544894,3,
E. Davidson,0.375727143840055,904.0,5,28.181818181818183,0.9755037590061084,11,
Isabelle Augenstein,0.37550000000000006,905.0,1,56.0,0.0,1,
Andreas Grivas,0.3753770716453724,906.0,1,18.571428571428573,1.0,7,
Julia El Zini,0.3743977811418752,907.0,6,10.375,0.9619555747789698,16,
Rouzbeh A. Shirvani,0.3727213491910565,908.0,6,24.75,0.8445412464587144,12,
P. Kłosowski,0.3716490333941043,909.0,9,7.821428571428571,0.8757006165435995,28,
Samuel A. Nastase,0.3714566726168448,910.0,10,18.514285714285716,0.6982013945452357,35,
Kiamehr Rezaee,0.3705670745606029,911.0,7,17.642857142857142,0.9575261403463023,14,
Kun Wang,0.3695770854077702,912.0,10,19.884615384615383,0.9622251746428664,26,
Andrew Cowell,0.36864091677506716,913.0,7,11.61904761904762,1.0,21,
K. Sharou,0.36859525078869804,914.0,3,10.333333333333334,0.946394630357186,6,
Linh Le,0.36807221406398377,915.0,6,6.8,0.9902871167541446,15,
ZiHang Zeng,0.36707088851084874,916.0,7,19.23076923076923,1.0000000000000004,13,
I. Trofimov,0.36689439379722966,917.0,10,13.5,0.8855632299752066,26,
Ping Li,0.3668247087957357,918.0,2,9.625,0.979569764547061,8,
Zhao Cai,0.3667290676755161,919.0,5,9.62162162162162,0.8591030787478947,37,
Manuel R. Ciosici,0.36593548692285827,920.0,7,12.6875,0.9166270687500504,16,
Peratham Wiriyathammabhum,0.3657399373916526,921.0,5,7.066666666666666,0.9352672625244964,15,
Mong Yuan Sim,0.36549999999999994,922.0,2,12.333333333333334,0.9999999999999998,3,
Ning Shi,0.3653352347404189,923.0,4,10.076923076923077,0.9172097224626078,13,
Philipp Mueller,0.3653333333333333,924.0,1,33.5,1.0,2,
D. Hartung,0.3649298178865629,925.0,5,23.8,0.9848586617875464,15,
Beatrice Alex,0.36478470762474036,926.0,2,14.88888888888889,1.0,9,
Akshay Kulkarni,0.3641058700178412,927.0,6,5.333333333333333,0.7598642307897806,27,
Yejin Choi,0.3640917651388774,928.0,5,23.727272727272727,0.930628224416578,11,
R. Billot,0.36400661364405146,929.0,6,30.692307692307693,0.9739760316291208,13,
T. Naumann,0.36334827586206897,930.0,3,37.6,0.9999999999999998,5,
Ayush Singh,0.36325216002393507,931.0,5,7.916666666666667,0.9488131148903384,12,
Yu Deng,0.3606870662884022,932.0,6,12.705882352941176,0.9636983369426122,17,
A. Bashall,0.3602222222222222,933.0,2,30.5,1.0,4,
Peerat Limkonchotiwat,0.3601663598959986,934.0,6,5.151515151515151,0.8447379761547733,33,
Prof. K. R. Chowdhary,0.35984469291776866,935.0,6,8.807692307692308,0.8920795639257109,26,M B M Engineering College
Damien Nouvel,0.3596849385795595,936.0,7,7.3076923076923075,0.9877523917548534,39,
P. Gordon,0.3590849316267109,937.0,19,13.962025316455696,0.9035086436051544,79,
Dongjin Choi,0.35823173611915526,938.0,7,10.3125,0.930688285550101,16,
Jun Wang,0.35816666666666674,939.0,5,23.625,1.0,8,
Binggui Zhou,0.3579719987793006,940.0,6,9.954545454545457,0.9710459299447972,22,
S. Nair,0.35747694297733656,941.0,1,31.0,0.9198682455847804,1,
Shenyu Xu,0.3569418045833367,942.0,6,28.666666666666668,0.920619835714305,6,
T. Manjunath,0.3569177072474443,943.0,8,5.806451612903226,0.955222212837547,31,
Lotem Peled-Cohen,0.356,944.0,1,22.5,1.0,2,
S. Siddiqui,0.35520369945897057,945.0,5,19.833333333333332,0.8649735207179272,6,
Rosa Vallejos,0.35330885232676684,946.0,6,5.285714285714286,0.9575261403463023,35,
Guangzheng Xiong,0.352,947.0,1,16.0,1.0,2,
Faizan Ahmad,0.3517128854070756,948.0,4,12.375,1.0000000000000002,8,
Nikola Tulechki,0.3515972797312157,949.0,4,28.285714285714285,0.9609640474436812,7,
Wannaphong Phatthiyaphaibun,0.3512213739099679,950.0,4,7.375,0.935944697445866,16,
Zhaorong Zong,0.3504573265150912,951.0,3,12.8,0.9182958340544894,5,
Xiao Li,0.35005239364584095,952.0,3,30.4,0.946394630357186,5,
Nikita Klyuchnikov,0.3495207225265851,953.0,9,15.045454545454543,0.9313594078495964,22,
John Moore,0.34844444444444445,954.0,5,20.666666666666668,1.0,18,
Mengqi Wang,0.3477342145025153,955.0,3,19.0,1.0000000000000002,5,
C. Manning,0.3472043010752688,956.0,1,8.833333333333334,1.0,6,
J. Hochgesang,0.3471234173267832,957.0,8,11.642857142857142,0.8845147656768563,28,
Joanne Boisson,0.34668961829977607,958.0,4,13.615384615384617,0.9766146686727132,13,
Y. Vasiliev,0.34648405535286997,959.0,3,5.684210526315789,0.9198682455847804,19,
Zaid Zada,0.3434252426422604,960.0,8,22.68421052631579,0.7132785079020678,19,Princeton University
Jeremy Goldwasser,0.3428016824769433,961.0,3,16.4,0.9697238998682473,10,
M. Abbaszade,0.3402333333333333,962.0,3,10.6,0.9999999999999998,5,
Changchun Hong,0.3400446281023928,963.0,2,9.8,0.9182958340544894,5,
Ji-Ung Lee,0.33869686222021606,964.0,6,12.384615384615383,0.9484503122074792,13,
Can Udomcharoenchaikit,0.33817478829135345,965.0,5,6.125,0.930392717459259,24,
Deepa Yogish,0.33747055301766526,966.0,4,5.7272727272727275,0.930628224416578,11,
Z. Bilgrami,0.33670448716315593,967.0,8,7.794117647058823,0.8443648600007633,34,
Korakot Chaovavanich,0.33599999999999997,968.0,2,29.0,1.0,3,
Adarsha Shivananda,0.33505431125931706,969.0,6,5.833333333333333,0.7974532071960978,24,
Richard Tobin,0.33420000000000005,970.0,1,25.8,1.0,5,
Arthit Suriyawongkul,0.33416440507944895,971.0,3,11.9,0.9629610647945144,10,ADAPT Centre
Charin Polpanumas,0.33413031005969257,972.0,6,26.0,0.8983289127685204,10,
N. Khan,0.33243655312750875,973.0,8,16.764705882352942,0.9409583900892996,17,
G. Felice,0.33131072600769707,974.0,11,12.825,0.810794882206145,40,
Simon Tannert,0.3306269841269841,975.0,4,19.571428571428573,1.0000000000000002,7,
Bobbi Aubrey,0.32879639723683796,976.0,7,29.785714285714285,0.7551630862513187,14,
Osman Guzide,0.3264958422783381,977.0,5,5.925925925925926,0.6865507212606353,27,
Ke Xu,0.32587036612563725,978.0,3,20.0,0.8649735207179272,5,
Xujuan Zhou,0.3255962584770178,979.0,3,6.3,0.9708357627258162,10,
M. Radeos,0.3250163601135434,980.0,15,12.982758620689657,0.8947672573493324,58,
Hulin Wang,0.3231715847592568,981.0,6,23.7,0.9697238998682473,10,
Mikhail Salnikov,0.32269602063387426,982.0,5,21.125,0.9165164431996023,8,Skoltech
James F. Martin,0.32208869594003786,983.0,3,4.578947368421052,0.946394630357186,19,
Mariam Zomorodi,0.31594872714797406,984.0,7,9.923076923076923,0.9770696496367745,13,
R. H. Perlis,0.31471935835715603,985.0,7,14.45,0.7414439525170822,20,
A. Nik,0.3111303423881071,986.0,4,11.5,0.9182958340544894,4,
Shi Wang,0.3107020416359776,987.0,5,15.8,0.9609640474436812,5,
S. S. Mousavi,0.305457264957265,988.0,3,5.888888888888889,1.0000000000000002,9,
Kenneth Lai,0.28537705198403535,989.0,5,6.363636363636363,0.9236476643394022,22,
Asma Khan,0.2815000000000001,990.0,1,55.0,0.0,1,
L. Huang,0.27892857142857147,991.0,3,9.857142857142858,1.0000000000000002,7,
Erik W. Kuiler,0.2527965710035408,992.0,5,6.894736842105263,0.3912435636292556,19,
Lauritz Gerlach,0.2315,993.0,1,45.0,0.0,1,
Saumil Parikh,0.23068559339476444,994.0,3,6.75,0.5916727785823274,12,
Yu,0.21994444444444447,995.0,1,46.0,0.0,2,
Yiyun Zhou,0.2195,996.0,1,42.0,0.0,1,
Gongcheng Wang,0.2021666666666667,997.0,2,23.0,0.0,3,
Eric Hermann,0.1867,998.0,2,33.8,0.0,5,
Shaochun Hao,0.17950000000000002,999.0,1,32.0,0.0,1,
Maged S. Alshaibani,0.1585,1000.0,3,28.0,0.0,3,
